303159292,1,201155952,2
303159419,1,201155952,2
303159554,1,201627934,1
303159654,1,201592418,1
303159654,2,201592418,1
303159804,1,201963199,1
303159930,1,201383303,3
303159930,2,201383303,1
303160148,1,201383303,3
303160148,2,201383303,1
303160344,1,200871260,1
303160498,1,200871260,1
303160664,1,202357820,1
303160735,1,202076777,1
303160842,1,201875972,2
303161036,1,201679140,2
303161180,1,201219234,1
303161180,2,201219234,1
303161358,1,202446762,1
303161489,1,200068783,1
303161630,1,202700390,1
303161743,1,201185870,5
303161854,1,201185870,5
303161971,1,202665841,1
303162135,1,200181150,1
303162135,2,200181150,2
303162312,1,200117565,1
303162442,1,200117565,1
303162580,1,202000767,1
303162681,1,200185843,1
303162681,2,200185843,1
303162908,1,201664441,1
303162996,1,201528454,3
303163133,1,200239753,1
303163133,2,200239753,2
303163313,1,201496037,1
303163434,1,200365282,1
303163434,2,200365282,2
303163593,1,200365282,1
303163593,2,200365282,2
303163722,1,201692499,1
303163722,2,201692499,1
303163882,1,200299201,1
303164026,1,201075360,1
303164146,1,200188458,1
303164260,1,202147248,2
303164361,1,202147248,2
303164491,1,200993715,1
303164588,1,201636885,2
303164770,1,202505278,1
303164885,1,202004900,1
303165029,1,201885173,10
303165166,1,201622373,1
303165266,1,200167343,1
303165372,1,200144266,1
303165565,1,200555545,1
303165565,2,200555545,2
303165664,1,200916373,1
303165766,1,201664990,1
303165860,1,201857868,1
303165971,1,200216087,1
303166154,1,201596858,1
303166300,1,201506036,1
303166373,1,201362135,1
303166474,1,200366463,1
303166474,2,200366463,2
303166660,1,200498472,1
303166660,2,200030135,2
303166797,1,202070685,1
303166897,1,201318273,2
303166997,1,202328866,1
303167204,1,200539651,1
303167317,1,200539651,1
