100061368,100059563
100061637,100059563
100208990,100208610
100238736,100236302
100317632,100317420
100385912,100384414
100642936,100643063
100821893,100797381
100966216,100964240
100971191,100970819
100971329,100970819
100971525,100970819
100971788,100970819
100971962,100970819
100972183,100970819
100972435,100970819
101113474,101108713
101180905,101180193
101193854,101193648
101248018,101247706
101270950,100960588
101271126,100960588
101271379,100960588
101271654,100958596
101271853,100224850
101271853,101077041
101272126,101077041
101272350,100958596
101272646,100958596
101272836,101077041
101273121,100955670
101273353,100958596
101273600,100958596
101273921,100958596
101274162,100960588
101274408,100958596
101274627,100958596
101274860,100958596
101275075,100958596
101275280,100958596
101275574,100958596
101275723,100958596
101275984,100958596
101276228,100958596
101276493,100958596
101276664,100958596
101276867,100958596
101277024,100958596
101277226,100958596
101277402,100958596
101277635,100958596
101277882,100958596
101278190,100958596
101278427,100975181
101278687,100960588
101278929,100958596
101279127,100958596
101279368,100958596
101279558,100958596
101279781,100970259
101280033,101077041
101280248,100955670
101280431,100055641
101280431,100983266
101280725,100958596
101281002,100983455
101281185,100958596
101281366,100958596
101281613,100958596
101281835,100958596
101282108,100958596
101282359,100958596
101282548,100958596
101282801,100960588
101283007,100958596
101283285,100958596
101283483,100983455
101283647,100964240
101283920,100958596
101284131,100958596
101284306,100958596
101284515,100983455
101284782,100958596
101284959,100960588
101285204,100958596
101285459,100983455
101285678,100958596
101285882,100958596
101286058,100960588
101286246,100958596
101286428,100958596
101286617,100983455
101286937,100224850
101287421,101077041
101287594,100958596
101287798,100958596
101288060,100975181
101288277,100958596
101288493,100958596
101288674,100960588
101288886,100958596
101289062,100958596
101289238,100958596
101289431,100958596
101289672,100958596
101289924,100957171
101290275,100960588
101290550,100958596
101290765,100958596
101291042,100958596
101291288,100960588
101291554,100970259
101291937,100958596
101292124,100957171
101292323,101077041
101292490,100958596
101292655,100960588
101292928,100970259
101292928,101077041
101293204,100958596
101293333,100958596
101293490,100960588
101293803,100958596
101294010,100958596
101294167,101077041
101294332,100958596
101294510,100958596
101294693,100958596
101294836,100958596
101295046,100958596
101295228,100958596
101295421,100958596
101295660,100958596
101295931,100983455
101296143,100983455
101296325,100960588
101296620,100958596
101296823,100958596
101296993,100958596
101297282,100958596
101297644,100958596
101297864,100958596
101298019,100958596
101298175,100960588
101298409,100958596
101298618,101077041
101298787,101077041
101298996,100958596
101299188,100983455
101299437,100958596
101299586,100958596
101299782,100958596
101299975,100958596
101300197,100960588
101300469,100958596
101300653,100960588
101300862,100958596
101301064,100958596
101301288,101077041
101301528,100958596
101301715,100983455
101301967,100958596
101302226,100970259
101302485,100958596
101302733,101077041
101302999,100958596
101303273,100958596
101303571,100958596
101303914,100958596
101304121,100964678
101304577,100964833
101304940,100975181
101305174,100975181
101305426,100975181
101305743,100975181
101306073,100964833
101306230,100975181
101306425,100964833
101306612,100964678
101306847,100964833
101307120,100975181
101307311,100975181
101307498,100964833
101307638,100975181
101307801,100975181
101308042,100975181
101308287,100964833
101308498,100975181
101308849,100975181
101309227,100089847
101309402,100975181
101309581,100975181
101309790,100975181
101310097,101082290
101310245,100964833
101310499,101147528
101310751,100975181
101310929,100975181
101311159,100975181
101311328,100964678
101311600,100975181
101311886,100975181
101312298,100975181
101312565,100975181
101312838,100975181
101313027,100975181
101313280,100975181
101313536,100975181
101313835,100975181
101314011,100998759
101314587,100998759
102386256,102385883
102386360,102385883
