disno,dyindex,statea,namea,stateb,nameb,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,year,ongo2014,new,change,changetype_1,changetype_2,dyad,abbreva,abbrevb,lastobs,newar
2,2.0009999,2,USA,200,UKG,1,7,1902,24,1,1903,0,0,0,7,3,0,1,1,1,1,1,0,7,3,1,0,1,1,0,0,1,1,1,3,1,3,0,1,184,184,7,7,0,49,49,0,1902,0,0,0,0,0,2200,185,182,0,0
2,2.0009999,2,USA,200,UKG,1,7,1902,24,1,1903,6,1,0,7,3,0,1,1,1,1,1,0,7,3,1,0,1,1,0,0,1,1,1,3,1,3,0,2,25,209,7,7,0,49,49,0,1903,0,0,0,0,0,2200,185,182,1,0
2,2.0009999,200,UKG,2,USA,1,7,1902,24,1,1903,0,0,0,7,3,0,1,1,0,1,1,0,0,1,1,1,1,1,0,7,3,1,3,1,3,1,0,1,184,184,7,0,7,49,0,49,1902,0,0,0,0,0,200002,182,185,0,0
2,2.0009999,200,UKG,2,USA,1,7,1902,24,1,1903,6,1,0,7,3,0,1,1,0,1,1,0,0,1,1,1,1,1,0,7,3,1,3,1,3,1,0,2,25,209,7,0,7,49,0,49,1903,0,0,0,0,0,200002,182,185,1,0
3,3.0009999,300,AUH,345,YUG,2,5,1913,25,10,1913,4,3,0,10,3,0,1,1,1,1,2,0,10,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,177,177,8,8,0,20,20,0,1913,0,0,0,0,0,300345,8,193,1,0
3,3.0009999,345,YUG,300,AUH,2,5,1913,25,10,1913,3,3,0,10,3,0,1,1,0,0,0,0,0,1,1,1,1,2,0,10,3,1,3,1,3,1,0,1,177,177,8,0,8,20,0,20,1913,0,0,0,0,0,345300,193,8,1,0
4,4.0009999,200,UKG,339,ALB,15,5,1946,13,11,1946,5,3,2,19,4,0,1,1,0,0,0,2,8,3,1,1,0,0,0,19,4,1,3,1,3,1,0,1,183,183,16,7,16,65,49,65,1946,0,0,0,0,0,200339,182,3,1,0
4,4.0009999,339,ALB,200,UKG,15,5,1946,13,11,1946,5,3,2,19,4,0,1,1,1,0,0,0,19,4,1,0,0,0,2,8,3,1,1,3,1,3,0,1,183,183,16,16,7,65,65,49,1946,0,0,0,0,0,339200,3,182,1,0
7,7.0009999,200,UKG,651,EGY,13,10,1951,26,1,1952,0,0,0,18,4,1,1,1,1,0,0,0,18,4,1,0,1,2,0,18,4,1,1,3,1,3,0,1,80,80,17,17,17,75,75,75,1951,0,0,0,0,0,200651,182,53,0,0
7,7.0009999,200,UKG,651,EGY,13,10,1951,26,1,1952,1,3,2,18,4,1,1,1,1,0,0,1,18,4,1,0,1,2,2,18,4,1,1,3,1,3,0,2,27,107,17,17,17,75,75,75,1952,0,0,0,0,0,200651,182,53,1,0
7,7.0009999,651,EGY,200,UKG,13,10,1951,26,1,1952,0,0,0,18,4,1,1,1,0,1,2,0,18,4,1,1,0,0,0,18,4,1,3,1,3,1,0,1,80,80,17,17,17,75,75,75,1951,0,0,0,0,0,651200,53,182,0,0
7,7.0009999,651,EGY,200,UKG,13,10,1951,26,1,1952,2,3,2,18,4,1,1,1,0,1,2,2,18,4,1,1,0,0,1,18,4,1,3,1,3,1,0,2,27,107,17,17,17,75,75,75,1952,0,0,0,0,0,651200,53,182,1,0
8,8.0010004,200,UKG,630,IRN,1,7,1856,5,4,1857,0,0,0,22,5,1,1,1,1,1,2,0,22,5,1,0,0,0,0,22,5,1,1,3,1,3,1,1,184,184,20,20,20,100,100,100,1856,0,0,1,0,0,200630,182,83,0,1
8,8.0010004,200,UKG,630,IRN,1,7,1856,5,4,1857,1,2,6,22,5,1,1,1,1,1,2,6,22,5,1,0,0,0,6,22,5,1,1,3,1,3,1,2,96,280,20,20,20,100,100,100,1857,0,0,1,0,0,200630,182,83,1,0
8,8.0010004,630,IRN,200,UKG,1,7,1856,5,4,1857,0,0,0,22,5,1,1,1,0,0,0,0,22,5,1,1,1,2,0,22,5,1,3,1,3,1,1,1,184,184,20,20,20,100,100,100,1856,0,0,1,0,0,630200,83,182,0,1
8,8.0010004,630,IRN,200,UKG,1,7,1856,5,4,1857,2,2,6,22,5,1,1,1,0,0,0,6,22,5,1,1,1,2,6,22,5,1,3,1,3,1,1,2,96,280,20,20,20,100,100,100,1857,0,0,1,0,0,630200,83,182,1,0
9,9.0010004,200,UKG,235,POR,29,12,1889,10,1,1890,0,0,0,8,3,0,1,1,1,1,1,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,3,3,7,7,0,49,49,0,1889,0,0,0,0,0,200235,182,138,0,0
9,9.0010004,200,UKG,235,POR,29,12,1889,10,1,1890,6,1,0,8,3,0,1,1,1,1,1,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,2,11,14,7,7,0,49,49,0,1890,0,0,0,0,0,200235,182,138,1,0
9,9.0010004,235,POR,200,UKG,29,12,1889,10,1,1890,0,0,0,8,3,0,1,1,0,0,0,0,0,1,1,1,1,1,0,8,3,1,3,1,3,1,0,1,3,3,7,0,7,49,0,49,1889,0,0,0,0,0,235200,138,182,0,0
9,9.0010004,235,POR,200,UKG,29,12,1889,10,1,1890,6,1,0,8,3,0,1,1,0,0,0,0,0,1,1,1,1,1,0,8,3,1,3,1,3,1,0,2,11,14,7,0,7,49,0,49,1890,0,0,0,0,0,235200,138,182,1,0
11,11.001,255,GMY,305,AUS,11,3,1938,12,3,1938,4,1,0,16,4,0,1,1,1,1,1,0,16,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,2,2,14,14,0,84,84,0,1938,0,0,0,0,0,255305,65,10,1,0
11,11.001,305,AUS,255,GMY,11,3,1938,12,3,1938,3,1,0,16,4,0,1,1,0,0,0,0,0,1,1,1,1,1,0,16,4,1,3,1,3,1,0,1,2,2,14,0,14,84,0,84,1938,0,0,0,0,0,305255,10,65,1,0
12,12.001,200,UKG,255,GMY,26,8,1938,30,9,1938,3,1,0,19,4,0,1,5,0,0,0,0,8,3,0,1,1,1,0,19,4,1,4,1,3,1,0,1,36,36,16,7,16,65,49,65,1938,0,0,0,0,0,200255,182,65,1,0
12,12.001,255,GMY,200,UKG,26,8,1938,30,9,1938,4,1,0,19,4,0,1,5,1,1,1,0,19,4,1,0,0,0,0,8,3,0,1,4,1,3,0,1,36,36,16,16,7,65,65,49,1938,0,0,0,0,0,255200,65,182,1,0
12,12.002,211,BEL,255,GMY,7,9,1938,30,9,1938,3,1,0,19,4,0,1,5,0,0,0,0,7,3,0,1,1,1,0,19,4,1,4,1,3,1,0,1,24,24,16,7,16,65,49,65,1938,0,0,0,0,0,211255,16,65,1,0
12,12.002,255,GMY,211,BEL,7,9,1938,30,9,1938,4,1,0,19,4,0,1,5,1,1,1,0,19,4,1,0,0,0,0,7,3,0,1,4,1,3,0,1,24,24,16,16,7,65,65,49,1938,0,0,0,0,0,255211,65,16,1,0
12,12.003,220,FRN,255,GMY,7,9,1938,30,9,1938,3,1,0,19,4,0,1,5,0,0,0,0,12,3,0,1,1,1,0,19,4,1,4,1,3,1,0,1,24,24,16,10,16,65,82,65,1938,0,0,0,0,0,220255,59,65,1,0
12,12.003,255,GMY,220,FRN,7,9,1938,30,9,1938,4,1,0,19,4,0,1,5,1,1,1,0,19,4,1,0,0,0,0,12,3,0,1,4,1,3,0,1,24,24,16,16,10,65,65,82,1938,0,0,0,0,0,255220,65,59,1,0
12,12.004,255,GMY,315,CZE,11,3,1938,30,9,1938,4,1,0,19,4,1,1,5,1,1,1,0,19,4,1,0,0,0,0,19,4,1,1,3,1,3,0,1,204,204,16,16,16,65,65,65,1938,0,0,0,0,0,255315,65,44,1,0
12,12.004,315,CZE,255,GMY,11,3,1938,30,9,1938,3,1,0,19,4,1,1,5,0,0,0,0,19,4,1,1,1,1,0,19,4,1,3,1,3,1,0,1,204,204,16,16,16,65,65,65,1938,0,0,0,0,0,315255,44,65,1,0
12,12.005,255,GMY,365,RUS,16,9,1938,30,9,1938,4,1,0,19,4,0,1,5,1,1,1,0,19,4,1,0,0,0,0,7,3,0,1,4,1,3,0,1,15,15,16,16,7,65,65,49,1938,0,0,0,0,0,255365,65,143,1,0
12,12.005,365,RUS,255,GMY,16,9,1938,30,9,1938,3,1,0,19,4,0,1,5,0,0,0,0,7,3,0,1,1,1,0,19,4,1,4,1,3,1,0,1,15,15,16,7,16,65,49,65,1938,0,0,0,0,0,365255,143,65,1,0
13,13.001,2,USA,740,JPN,20,7,1863,20,7,1863,1,2,0,2,2,0,3,1,1,0,0,0,2,2,0,0,0,0,0,0,1,1,2,3,1,3,0,1,1,1,1,1,0,30,30,0,1863,0,0,0,0,0,2740,185,89,1,0
13,13.001,740,JPN,2,USA,20,7,1863,20,7,1863,2,2,0,2,2,0,3,1,0,0,0,0,0,1,1,1,0,0,0,2,2,0,3,2,3,1,0,1,1,1,1,0,1,30,0,30,1863,0,0,0,0,0,740002,89,185,1,0
13,13.002,200,UKG,740,JPN,6,4,1863,17,8,1863,1,2,0,17,4,0,3,1,1,1,2,-9,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,134,134,15,15,0,81,81,0,1863,0,0,0,0,0,200740,182,89,1,0
13,13.002,740,JPN,200,UKG,6,4,1863,17,8,1863,2,2,0,17,4,0,3,1,0,0,0,0,0,1,1,1,1,2,-9,17,4,1,3,1,3,1,0,1,134,134,15,0,15,81,0,81,1863,0,0,0,0,0,740200,89,182,1,0
13,13.003,220,FRN,740,JPN,20,7,1863,20,7,1863,1,2,0,2,2,0,3,1,1,0,0,0,2,2,0,0,0,0,0,0,1,1,2,3,1,3,0,1,1,1,1,1,0,30,30,0,1863,0,0,0,0,0,220740,59,89,1,0
13,13.003,740,JPN,220,FRN,20,7,1863,20,7,1863,2,2,0,2,2,0,3,1,0,0,0,0,0,1,1,1,0,0,0,2,2,0,3,2,3,1,0,1,1,1,1,0,1,30,0,30,1863,0,0,0,0,0,740220,89,59,1,0
14,14.001,200,UKG,640,TUR,15,10,1895,31,12,1895,4,3,0,8,3,0,1,1,1,1,2,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,78,78,7,7,0,49,49,0,1895,0,0,0,0,0,200640,182,177,1,0
14,14.001,640,TUR,200,UKG,15,10,1895,31,12,1895,3,3,0,8,3,0,1,1,0,0,0,0,0,1,1,1,1,2,0,8,3,1,3,1,3,1,0,1,78,78,7,0,7,49,0,49,1895,0,0,0,0,0,640200,177,182,1,0
15,15.001,2,USA,200,UKG,1,1,1839,23,3,1839,6,1,0,17,4,0,1,1,1,1,1,0,7,3,1,0,1,1,0,17,4,1,1,3,1,3,0,1,82,82,15,7,15,81,49,81,1839,0,0,0,0,0,2200,185,182,1,0
15,15.001,200,UKG,2,USA,1,1,1839,23,3,1839,6,1,0,17,4,0,1,1,0,1,1,0,17,4,1,1,1,1,0,7,3,1,3,1,3,1,0,1,82,82,15,15,7,81,81,49,1839,0,0,0,0,0,200002,182,185,1,0
16,16.000999,200,UKG,365,USR,25,12,1897,5,2,1898,0,0,0,8,3,0,2,2,1,0,0,0,8,3,1,0,1,2,0,8,3,1,1,3,1,3,0,1,7,7,7,7,7,49,49,49,1897,0,0,0,0,0,200365,182,186,0,0
16,16.000999,200,UKG,365,USR,25,12,1897,5,2,1898,4,3,0,8,3,0,2,2,1,0,0,0,8,3,1,0,1,2,0,8,3,1,1,3,1,3,0,2,37,44,7,7,7,49,49,49,1898,0,0,0,0,0,200365,182,186,1,0
16,16.000999,365,USR,200,UKG,25,12,1897,5,2,1898,0,0,0,8,3,0,2,2,0,1,2,0,8,3,1,1,0,0,0,8,3,1,3,1,3,1,0,1,7,7,7,7,7,49,49,49,1897,0,0,0,0,0,365200,186,182,0,0
16,16.000999,365,USR,200,UKG,25,12,1897,5,2,1898,3,3,0,8,3,0,2,2,0,1,2,0,8,3,1,1,0,0,0,8,3,1,3,1,3,1,0,2,37,44,7,7,7,49,49,49,1898,0,0,0,0,0,365200,186,182,1,0
16,16.002001,200,UKG,730,KOR,25,12,1897,5,2,1898,0,0,0,8,3,0,2,2,1,1,2,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,7,7,7,7,0,49,49,0,1897,0,0,0,0,0,200730,182,91,0,0
16,16.002001,200,UKG,730,KOR,25,12,1897,5,2,1898,4,3,0,8,3,0,2,2,1,1,2,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,2,37,44,7,7,0,49,49,0,1898,0,0,0,0,0,200730,182,91,1,0
16,16.002001,730,KOR,200,UKG,25,12,1897,5,2,1898,0,0,0,8,3,0,2,2,0,0,0,0,0,1,1,1,1,2,0,8,3,1,3,1,3,1,0,1,7,7,7,0,7,49,0,49,1897,0,0,0,0,0,730200,91,182,0,0
16,16.002001,730,KOR,200,UKG,25,12,1897,5,2,1898,3,3,0,8,3,0,2,2,0,0,0,0,0,1,1,1,1,2,0,8,3,1,3,1,3,1,0,2,37,44,7,0,7,49,0,49,1898,0,0,0,0,0,730200,91,182,1,0
16,16.003,365,RUS,740,JPN,25,12,1897,5,2,1898,0,0,0,8,3,0,2,2,0,0,0,0,0,1,1,1,1,2,0,8,3,1,3,1,3,1,0,1,7,7,7,0,7,49,0,49,1897,0,0,0,0,0,365740,143,89,0,0
16,16.003,365,RUS,740,JPN,25,12,1897,5,2,1898,3,3,0,8,3,0,2,2,0,0,0,0,0,1,1,1,1,2,0,8,3,1,3,1,3,1,0,2,37,44,7,0,7,49,0,49,1898,0,0,0,0,0,365740,143,89,1,0
16,16.003,740,JPN,365,RUS,25,12,1897,5,2,1898,0,0,0,8,3,0,2,2,1,1,2,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,7,7,7,7,0,49,49,0,1897,0,0,0,0,0,740365,89,143,0,0
16,16.003,740,JPN,365,RUS,25,12,1897,5,2,1898,4,3,0,8,3,0,2,2,1,1,2,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,2,37,44,7,7,0,49,49,0,1898,0,0,0,0,0,740365,89,143,1,0
19,19.000999,300,AUH,325,ITA,4,4,1848,23,3,1849,0,0,0,22,5,1,1,3,1,0,0,0,22,5,1,0,1,1,0,22,5,1,1,3,3,1,1,1,272,272,20,20,20,100,100,100,1848,0,0,1,0,0,300325,8,86,0,1
19,19.000999,300,AUH,325,ITA,4,4,1848,23,3,1849,1,1,6,22,5,1,1,3,1,0,0,6,22,5,1,0,1,1,6,22,5,1,1,3,3,1,1,2,83,355,20,20,20,100,100,100,1849,0,0,1,0,0,300325,8,86,1,0
19,19.000999,325,ITA,300,AUH,4,4,1848,23,3,1849,0,0,0,22,5,1,1,3,0,1,1,0,22,5,1,1,0,0,0,22,5,1,3,1,1,3,1,1,272,272,20,20,20,100,100,100,1848,0,0,1,0,0,325300,86,8,0,1
19,19.000999,325,ITA,300,AUH,4,4,1848,23,3,1849,2,1,6,22,5,1,1,3,0,1,1,6,22,5,1,1,0,0,6,22,5,1,3,1,1,3,1,2,83,355,20,20,20,100,100,100,1849,0,0,1,0,0,325300,86,8,1,0
19,19.002001,300,AUH,332,MOD,1,3,1848,9,8,1848,1,1,6,22,5,1,1,3,1,0,0,6,22,5,1,0,0,0,2,22,5,0,1,4,3,1,1,1,146,146,20,20,20,100,100,100,1848,0,0,1,0,0,300332,8,115,1,1
19,19.002001,332,MOD,300,AUH,1,3,1848,24,7,1848,2,1,6,22,5,1,1,3,0,0,0,2,22,5,0,1,0,0,6,22,5,1,4,1,1,3,1,1,146,146,20,20,20,100,100,100,1848,0,0,1,0,0,332300,115,8,1,1
19,19.003,300,AUH,337,TUS,21,3,1848,9,8,1848,1,1,6,22,5,1,1,3,1,0,0,6,22,5,1,0,0,0,2,22,5,0,1,4,3,1,1,1,126,126,20,20,20,100,100,100,1848,0,0,1,0,0,300337,8,178,1,1
19,19.003,337,TUS,300,AUH,21,3,1848,24,7,1848,2,1,6,22,5,1,1,3,0,0,0,2,22,5,0,1,0,0,6,22,5,1,4,1,1,3,1,1,126,126,20,20,20,100,100,100,1848,0,0,1,0,0,337300,178,8,1,1
20,20.000999,365,RUS,630,IRN,18,11,1945,9,5,1946,0,0,0,7,3,0,1,1,1,1,2,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,44,44,7,7,0,49,49,0,1945,0,0,0,0,0,365630,143,83,0,0
20,20.000999,365,RUS,630,IRN,18,11,1945,9,5,1946,3,1,0,7,3,0,1,1,1,1,2,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,2,130,174,7,7,0,49,49,0,1946,0,0,0,0,0,365630,143,83,1,0
20,20.000999,630,IRN,365,RUS,18,11,1945,9,5,1946,0,0,0,7,3,0,1,1,0,0,0,0,0,1,1,1,1,2,0,7,3,1,3,1,3,1,0,1,44,44,7,0,7,49,0,49,1945,0,0,0,0,0,630365,83,143,0,0
20,20.000999,630,IRN,365,RUS,18,11,1945,9,5,1946,4,1,0,7,3,0,1,1,0,0,0,0,0,1,1,1,1,2,0,7,3,1,3,1,3,1,0,2,130,174,7,0,7,49,0,49,1946,0,0,0,0,0,630365,83,143,1,0
21,21.000999,300,AUH,345,YUG,21,11,1912,3,12,1912,5,3,0,12,3,0,1,2,1,1,2,0,12,3,1,0,1,1,0,0,1,1,1,3,1,3,0,1,13,13,10,10,0,82,82,0,1912,0,0,0,0,0,300345,8,193,1,0
21,21.000999,345,YUG,300,AUH,21,11,1912,3,12,1912,5,3,0,12,3,0,1,2,0,1,1,0,0,1,1,1,1,2,0,12,3,1,3,1,3,1,0,1,13,13,10,0,10,82,0,82,1912,0,0,0,0,0,345300,193,8,1,0
21,21.002001,300,AUH,365,RUS,21,11,1912,3,12,1912,5,3,0,12,3,0,1,2,1,1,2,0,12,3,1,0,1,2,0,0,1,1,1,3,1,3,0,1,13,13,10,10,0,82,82,0,1912,0,0,0,0,0,300365,8,143,1,0
21,21.002001,365,RUS,300,AUH,21,11,1912,3,12,1912,5,3,0,12,3,0,1,2,0,1,2,0,0,1,1,1,1,2,0,12,3,1,3,1,3,1,0,1,13,13,10,0,10,82,0,82,1912,0,0,0,0,0,365300,143,8,1,0
22,22.000999,365,RUS,367,LAT,9,6,1940,17,6,1940,1,2,0,19,4,1,1,1,1,1,1,-9,19,4,1,0,0,0,-9,19,4,1,1,3,1,3,0,1,9,9,16,16,16,65,65,65,1940,0,0,0,0,0,365367,143,97,1,0
22,22.000999,367,LAT,365,RUS,9,6,1940,17,6,1940,2,2,0,19,4,1,1,1,0,0,0,-9,19,4,1,1,1,1,-9,19,4,1,3,1,3,1,0,1,9,9,16,16,16,65,65,65,1940,0,0,0,0,0,367365,97,143,1,0
23,23.000999,365,RUS,366,EST,1,3,1939,18,10,1939,4,1,0,15,4,0,1,1,1,1,2,0,15,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,232,232,13,13,0,96,96,0,1939,0,0,0,0,0,365366,143,56,1,0
23,23.000999,366,EST,365,RUS,1,3,1939,18,10,1939,3,1,0,15,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,15,4,1,3,1,3,1,0,1,232,232,13,0,13,96,0,96,1939,0,0,0,0,0,366365,56,143,1,0
25,25.000999,200,UKG,210,NTH,15,8,1831,30,9,1831,5,3,0,8,3,0,2,3,0,0,0,0,8,3,0,1,1,1,0,0,1,1,4,1,1,3,0,1,47,47,7,7,0,49,49,0,1831,0,0,0,0,0,200210,182,127,1,0
25,25.000999,210,NTH,200,UKG,15,8,1831,30,9,1831,5,3,0,8,3,0,2,3,1,1,1,0,0,1,1,0,0,0,0,8,3,0,1,4,3,1,0,1,47,47,7,0,7,49,0,49,1831,0,0,0,0,0,210200,127,182,1,0
25,25.002001,210,NTH,211,BEL,2,8,1831,2,2,1832,0,0,0,18,4,1,2,3,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,152,152,17,17,17,75,75,75,1831,0,0,0,0,0,210211,127,16,0,0
25,25.002001,210,NTH,211,BEL,2,8,1831,2,2,1832,5,3,0,18,4,1,2,3,1,1,1,-9,18,4,1,0,0,0,-9,18,4,1,1,3,1,3,0,2,34,186,17,17,17,75,75,75,1832,0,0,0,0,0,210211,127,16,1,0
25,25.002001,211,BEL,210,NTH,2,8,1831,2,2,1832,0,0,0,18,4,1,2,3,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,152,152,17,17,17,75,75,75,1831,0,0,0,0,0,211210,16,127,0,0
25,25.002001,211,BEL,210,NTH,2,8,1831,2,2,1832,5,3,0,18,4,1,2,3,0,0,0,-9,18,4,1,1,1,1,-9,18,4,1,3,1,3,1,0,2,34,186,17,17,17,75,75,75,1832,0,0,0,0,0,211210,16,127,1,0
25,25.003,210,NTH,220,FRN,15,8,1831,30,9,1831,5,3,0,19,4,1,2,3,1,1,1,-9,19,4,1,0,0,0,-9,18,4,0,1,4,3,1,0,1,47,47,16,16,17,65,65,75,1831,0,0,0,0,0,210220,127,59,1,0
25,25.003,220,FRN,210,NTH,15,8,1831,30,9,1831,5,3,0,19,4,1,2,3,0,0,0,-9,18,4,0,1,1,1,-9,19,4,1,4,1,1,3,0,1,47,47,16,17,16,65,75,65,1831,0,0,0,0,0,220210,59,127,1,0
25,25.004,220,FRN,255,GMY,15,8,1831,30,9,1831,5,3,0,2,2,0,2,3,0,0,0,0,0,1,0,1,1,1,0,2,2,0,4,2,3,1,0,1,47,47,1,0,1,30,0,30,1831,0,0,0,0,0,220255,59,65,1,0
25,25.004,255,GMY,220,FRN,15,8,1831,30,9,1831,5,3,0,2,2,0,2,3,1,1,1,0,2,2,0,0,0,0,0,0,1,0,2,4,1,3,0,1,47,47,1,1,0,30,30,0,1831,0,0,0,0,0,255220,65,59,1,0
26,26.000999,2,USA,365,RUS,21,3,1948,25,7,1949,0,0,0,19,4,0,1,3,0,0,0,0,15,4,1,1,1,1,0,19,4,1,3,1,3,1,0,1,286,286,16,13,16,65,96,65,1948,0,0,0,0,0,2365,185,143,0,0
26,26.000999,2,USA,365,RUS,21,3,1948,25,7,1949,5,3,0,19,4,0,1,3,0,0,0,0,15,4,1,1,1,1,0,19,4,1,3,1,3,1,0,2,207,493,16,13,16,65,96,65,1949,0,0,0,0,0,2365,185,143,1,0
26,26.000999,365,RUS,2,USA,21,3,1948,25,7,1949,0,0,0,19,4,0,1,3,1,1,1,0,19,4,1,0,0,0,0,15,4,1,1,3,1,3,0,1,286,286,16,16,13,65,65,96,1948,0,0,0,0,0,365002,143,185,0,0
26,26.000999,365,RUS,2,USA,21,3,1948,25,7,1949,5,3,0,19,4,0,1,3,1,1,1,0,19,4,1,0,0,0,0,15,4,1,1,3,1,3,0,2,207,493,16,16,13,65,65,96,1949,0,0,0,0,0,365002,143,185,1,0
26,26.002001,200,UKG,365,RUS,21,3,1948,25,7,1949,0,0,0,19,4,0,1,3,0,0,0,0,15,4,1,1,1,1,0,19,4,1,3,1,3,1,0,1,286,286,16,13,16,65,96,65,1948,0,0,0,0,0,200365,182,143,0,0
26,26.002001,200,UKG,365,RUS,21,3,1948,25,7,1949,5,3,0,19,4,0,1,3,0,0,0,0,15,4,1,1,1,1,0,19,4,1,3,1,3,1,0,2,207,493,16,13,16,65,96,65,1949,0,0,0,0,0,200365,182,143,1,0
26,26.002001,365,RUS,200,UKG,21,3,1948,25,7,1949,0,0,0,19,4,0,1,3,1,1,1,0,19,4,1,0,0,0,0,15,4,1,1,3,1,3,0,1,286,286,16,16,13,65,65,96,1948,0,0,0,0,0,365200,143,182,0,0
26,26.002001,365,RUS,200,UKG,21,3,1948,25,7,1949,5,3,0,19,4,0,1,3,1,1,1,0,19,4,1,0,0,0,0,15,4,1,1,3,1,3,0,2,207,493,16,16,13,65,65,96,1949,0,0,0,0,0,365200,143,182,1,0
26,26.003,220,FRN,365,RUS,21,3,1948,25,7,1949,0,0,0,19,4,0,1,3,0,0,0,0,15,4,1,1,1,1,0,19,4,1,3,1,3,1,0,1,286,286,16,13,16,65,96,65,1948,0,0,0,0,0,220365,59,143,0,0
26,26.003,220,FRN,365,RUS,21,3,1948,25,7,1949,5,3,0,19,4,0,1,3,0,0,0,0,15,4,1,1,1,1,0,19,4,1,3,1,3,1,0,2,207,493,16,13,16,65,96,65,1949,0,0,0,0,0,220365,59,143,1,0
26,26.003,365,RUS,220,FRN,21,3,1948,25,7,1949,0,0,0,19,4,0,1,3,1,1,1,0,19,4,1,0,0,0,0,15,4,1,1,3,1,3,0,1,286,286,16,16,13,65,65,96,1948,0,0,0,0,0,365220,143,59,0,0
26,26.003,365,RUS,220,FRN,21,3,1948,25,7,1949,5,3,0,19,4,0,1,3,1,1,1,0,19,4,1,0,0,0,0,15,4,1,1,3,1,3,0,2,207,493,16,16,13,65,65,96,1949,0,0,0,0,0,365220,143,59,1,0
27,27.000999,2,USA,265,GDR,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,12,3,1,0,1,2,0,15,4,0,1,4,1,3,0,1,77,77,13,10,13,96,82,96,1961,0,0,0,0,0,2265,185,62,1,0
27,27.000999,265,GDR,2,USA,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,0,1,0,0,0,12,3,1,4,1,3,1,0,1,77,77,13,13,10,96,96,82,1961,0,0,0,0,0,265002,62,185,1,0
27,27.002001,2,USA,290,POL,18,10,1961,28,10,1961,5,3,0,12,3,0,4,4,1,0,0,0,12,3,1,0,0,0,0,7,3,0,1,4,1,3,0,1,11,11,10,10,7,82,82,49,1961,0,0,0,0,0,2290,185,137,1,0
27,27.002001,290,POL,2,USA,18,10,1961,28,10,1961,5,3,0,12,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,12,3,1,4,1,3,1,0,1,11,11,10,7,10,82,49,82,1961,0,0,0,0,0,290002,137,185,1,0
27,27.003,2,USA,315,CZE,18,10,1961,28,10,1961,5,3,0,12,3,0,4,4,1,0,0,0,12,3,1,0,0,0,0,7,3,0,1,4,1,3,0,1,11,11,10,10,7,82,82,49,1961,0,0,0,0,0,2315,185,44,1,0
27,27.003,315,CZE,2,USA,18,10,1961,28,10,1961,5,3,0,12,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,12,3,1,4,1,3,1,0,1,11,11,10,7,10,82,49,82,1961,0,0,0,0,0,315002,44,185,1,0
27,27.004,2,USA,365,RUS,25,7,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,12,3,1,0,1,2,0,15,4,1,1,3,1,3,0,1,96,96,13,10,13,96,82,96,1961,0,0,0,0,0,2365,185,143,1,0
27,27.004,365,RUS,2,USA,25,7,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,1,1,0,0,0,12,3,1,3,1,3,1,0,1,96,96,13,13,10,96,96,82,1961,0,0,0,0,0,365002,143,185,1,0
27,27.004999,200,UKG,265,GDR,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,7,3,0,0,1,2,0,15,4,0,2,4,1,3,0,1,77,77,13,7,13,96,49,96,1961,0,0,0,0,0,200265,182,62,1,0
27,27.004999,265,GDR,200,UKG,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,0,1,0,0,0,7,3,0,4,2,3,1,0,1,77,77,13,13,7,96,96,49,1961,0,0,0,0,0,265200,62,182,1,0
