disno,dyindex,statea,namea,stateb,nameb,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,year,ongo2014,new,change,changetype_1,changetype_2,dyad,abbreva,abbrevb,lastobs,newar
4171,4171.001,91,HON,93,NIC,9,1,1997,31,8,1997,5,3,0,19,4,0,1,1,0,1,2,0,19,4,1,1,1,2,0,17,4,1,3,1,3,1,0,1,235,235,16,16,15,65,65,81,1997,0,0,0,0,0,91093,75,123,1,0
4171,4171.001,93,NIC,91,HON,9,1,1997,31,8,1997,5,3,0,19,4,0,1,1,1,1,2,0,17,4,1,0,1,2,0,19,4,1,1,3,1,3,0,1,235,235,16,15,16,65,81,65,1997,0,0,0,0,0,93091,123,75,1,0
4172,4172.001,100,COL,101,VEN,6,2,1997,6,2,1997,6,1,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,65,65,1997,0,0,0,0,0,100101,37,188,1,0
4172,4172.001,101,VEN,100,COL,6,2,1997,6,2,1997,6,1,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,0,1997,0,0,0,0,0,101100,188,37,1,0
4173,4173.001,365,RUS,640,TUR,13,7,1996,13,7,1996,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,0,65,1996,0,0,0,0,0,365640,143,177,1,0
4173,4173.001,640,TUR,365,RUS,13,7,1996,13,7,1996,5,3,0,19,4,0,1,1,1,0,0,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,65,1996,0,0,0,0,0,640365,177,143,1,0
4174,4174.001,2,USA,365,RUS,15,8,1997,31,8,1997,5,3,0,17,4,0,1,1,1,1,2,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,17,17,15,15,0,81,81,82,1997,0,0,0,0,0,2365,185,143,1,0
4174,4174.001,365,RUS,2,USA,15,8,1997,31,8,1997,5,3,0,17,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,17,4,1,3,1,3,1,0,1,17,17,15,0,15,81,65,81,1997,0,0,0,0,0,365002,143,185,1,0
4175,4175.001,371,ARM,373,AZE,13,2,1998,1,10,1999,0,0,0,18,4,1,1,1,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,322,322,17,17,17,75,75,75,1998,0,0,0,0,0,371373,7,11,0,0
4175,4175.001,371,ARM,373,AZE,13,2,1998,1,10,1999,5,3,2,18,4,1,1,1,1,1,1,1,18,4,1,0,0,0,1,18,4,1,1,3,1,3,0,2,275,597,17,17,17,75,75,75,1999,0,0,0,0,0,371373,7,11,1,0
4175,4175.001,373,AZE,371,ARM,13,2,1998,1,10,1999,0,0,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,322,322,17,17,17,75,75,75,1998,0,0,0,0,0,373371,11,7,0,0
4175,4175.001,373,AZE,371,ARM,13,2,1998,1,10,1999,5,3,2,18,4,1,1,1,0,0,0,1,18,4,1,1,1,1,1,18,4,1,3,1,3,1,0,2,275,597,17,17,17,75,75,75,1999,0,0,0,0,0,373371,11,7,1,0
4176,4176.001,365,RUS,700,AFG,25,5,1997,31,5,1997,5,3,0,10,3,0,4,1,1,0,0,0,10,3,1,0,1,2,0,0,1,1,1,3,1,3,0,1,7,7,8,8,0,20,20,0,1997,0,0,0,0,0,365700,143,2,1,0
4176,4176.001,700,AFG,365,RUS,25,5,1997,31,5,1997,5,3,0,10,3,0,4,1,0,1,2,0,0,1,1,1,0,0,0,10,3,1,3,1,3,1,0,1,7,7,8,0,8,20,0,20,1997,0,0,0,0,0,700365,2,143,1,0
4176,4176.002,700,AFG,702,TAJ,25,5,1997,31,5,1997,5,3,0,10,3,0,4,1,0,1,2,0,0,1,1,1,0,0,0,10,3,1,3,1,3,1,0,1,7,7,8,0,8,20,49,20,1997,0,0,0,0,0,700702,2,169,1,0
4176,4176.002,702,TAJ,700,AFG,25,5,1997,31,5,1997,5,3,0,10,3,0,4,1,1,0,0,0,10,3,1,0,1,2,0,0,1,1,1,3,1,3,0,1,7,7,8,8,0,20,20,49,1997,0,0,0,0,0,702700,169,2,1,0
4176,4176.0029,700,AFG,703,KYR,25,5,1997,31,5,1997,5,3,0,10,3,0,4,1,0,1,2,0,0,1,1,1,0,0,0,10,3,1,3,1,3,1,0,1,7,7,8,0,8,20,65,20,1997,0,0,0,0,0,700703,2,94,1,0
4176,4176.0029,703,KYR,700,AFG,25,5,1997,31,5,1997,5,3,0,10,3,0,4,1,1,0,0,0,10,3,1,0,1,2,0,0,1,1,1,3,1,3,0,1,7,7,8,8,0,20,20,49,1997,0,0,0,0,0,703700,94,2,1,0
4176,4176.0039,700,AFG,704,UZB,25,5,1997,31,5,1997,5,3,0,13,3,0,4,1,0,1,2,0,0,1,1,1,0,0,0,13,3,1,3,1,3,1,0,1,7,7,11,0,11,49,49,49,1997,0,0,0,0,0,700704,2,187,1,0
4176,4176.0039,704,UZB,700,AFG,25,5,1997,31,5,1997,5,3,0,13,3,0,4,1,1,0,0,0,13,3,1,0,1,2,0,0,1,1,1,3,1,3,0,1,7,7,11,11,0,49,49,65,1997,0,0,0,0,0,704700,187,2,1,0
4177,4177.001,703,KYR,704,UZB,29,10,1999,31,10,1999,5,3,0,16,4,0,1,1,0,0,0,0,0,1,1,1,1,4,0,16,4,1,3,1,3,1,0,1,3,3,14,0,14,84,75,84,1999,0,0,0,0,0,703704,94,187,1,0
4177,4177.001,704,UZB,703,KYR,29,10,1999,31,10,1999,5,3,0,16,4,0,1,1,1,1,4,0,16,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,3,3,14,14,0,84,84,75,1999,0,0,0,0,0,704703,187,94,1,0
4179,4179.001,702,TAJ,704,UZB,15,8,1999,3,10,1999,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,4,0,19,4,1,3,1,3,1,0,1,50,50,16,0,16,65,75,65,1999,0,0,0,0,0,702704,169,187,1,0
4179,4179.001,704,UZB,702,TAJ,15,8,1999,3,10,1999,5,3,0,19,4,0,1,1,1,1,4,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,50,50,16,16,0,65,65,75,1999,0,0,0,0,0,704702,187,169,1,0
4180,4180.001,710,CHN,740,JPN,14,5,1999,15,7,1999,5,3,0,7,3,0,1,1,1,1,1,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,63,63,7,7,0,49,49,49,1999,0,0,0,0,0,710740,36,89,1,0
4180,4180.001,740,JPN,710,CHN,14,5,1999,15,7,1999,5,3,0,7,3,0,1,1,0,0,0,0,0,1,1,1,1,1,0,7,3,1,3,1,3,1,0,1,63,63,7,0,7,49,49,49,1999,0,0,0,0,0,740710,89,36,1,0
4182,4182.001,660,LEB,666,ISR,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,1,0,0,0,19,4,1,0,1,2,0,19,4,1,3,1,3,1,0,1,270,270,16,16,16,65,65,65,1993,0,0,0,0,0,660666,99,85,0,0
4182,4182.001,660,LEB,666,ISR,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,1,0,0,0,19,4,1,0,1,2,0,19,4,1,3,1,3,1,0,2,365,635,16,16,16,65,65,65,1994,0,0,0,0,0,660666,99,85,0,0
4182,4182.001,660,LEB,666,ISR,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,1,0,0,0,19,4,1,0,1,2,0,19,4,1,3,1,3,1,0,3,365,1000,16,16,16,65,65,65,1995,0,0,0,0,0,660666,99,85,0,0
4182,4182.001,660,LEB,666,ISR,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,1,0,0,0,19,4,1,0,1,2,0,19,4,1,3,1,3,1,0,4,366,1366,16,16,16,65,65,65,1996,0,0,0,0,0,660666,99,85,0,0
4182,4182.001,660,LEB,666,ISR,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,1,0,0,0,19,4,1,0,1,2,0,19,4,1,3,1,3,1,0,5,365,1731,16,16,16,65,65,65,1997,0,0,0,0,0,660666,99,85,0,0
4182,4182.001,660,LEB,666,ISR,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,1,0,0,0,19,4,1,0,1,2,0,19,4,1,3,1,3,1,0,6,365,2096,16,16,16,65,65,65,1998,0,0,0,0,0,660666,99,85,0,0
4182,4182.001,660,LEB,666,ISR,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,1,0,0,0,19,4,1,0,1,2,0,19,4,1,3,1,3,1,0,7,365,2461,16,16,16,65,65,65,1999,0,0,0,0,0,660666,99,85,0,0
4182,4182.001,660,LEB,666,ISR,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,1,0,0,0,19,4,1,0,1,2,0,19,4,1,3,1,3,1,0,8,366,2827,16,16,16,65,65,65,2000,0,0,0,0,0,660666,99,85,0,0
4182,4182.001,660,LEB,666,ISR,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,1,0,0,0,19,4,1,0,1,2,0,19,4,1,3,1,3,1,0,9,365,3192,16,16,16,65,65,65,2001,0,0,0,0,0,660666,99,85,0,0
4182,4182.001,660,LEB,666,ISR,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,1,0,0,0,19,4,1,0,1,2,0,19,4,1,3,1,3,1,0,10,365,3557,16,16,16,65,65,65,2002,0,0,0,0,0,660666,99,85,0,0
4182,4182.001,660,LEB,666,ISR,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,1,0,0,0,19,4,1,0,1,2,0,19,4,1,3,1,3,1,0,11,365,3922,16,16,16,65,65,65,2003,0,0,0,0,0,660666,99,85,0,0
4182,4182.001,660,LEB,666,ISR,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,1,0,0,0,19,4,1,0,1,2,0,19,4,1,3,1,3,1,0,12,366,4288,16,16,16,65,65,65,2004,0,0,0,0,0,660666,99,85,0,0
4182,4182.001,660,LEB,666,ISR,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,1,0,0,0,19,4,1,0,1,2,0,19,4,1,3,1,3,1,0,13,365,4653,16,16,16,65,65,65,2005,0,0,0,0,0,660666,99,85,0,0
4182,4182.001,660,LEB,666,ISR,6,4,1993,8,9,2006,6,1,3,22,4,0,1,3,1,0,0,3,22,4,1,0,1,2,3,22,4,1,3,1,3,1,1,14,252,4905,20,20,20,100,100,100,2006,0,0,0,0,0,660666,99,85,1,1
4182,4182.001,666,ISR,660,LEB,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,0,1,2,0,19,4,1,1,0,0,0,19,4,1,1,3,1,3,0,1,270,270,16,16,16,65,65,65,1993,0,0,0,0,0,666660,85,99,0,0
4182,4182.001,666,ISR,660,LEB,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,0,1,2,0,19,4,1,1,0,0,0,19,4,1,1,3,1,3,0,2,365,635,16,16,16,65,65,65,1994,0,0,0,0,0,666660,85,99,0,0
4182,4182.001,666,ISR,660,LEB,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,0,1,2,0,19,4,1,1,0,0,0,19,4,1,1,3,1,3,0,3,365,1000,16,16,16,65,65,65,1995,0,0,0,0,0,666660,85,99,0,0
4182,4182.001,666,ISR,660,LEB,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,0,1,2,0,19,4,1,1,0,0,0,19,4,1,1,3,1,3,0,4,366,1366,16,16,16,65,65,65,1996,0,0,0,0,0,666660,85,99,0,0
4182,4182.001,666,ISR,660,LEB,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,0,1,2,0,19,4,1,1,0,0,0,19,4,1,1,3,1,3,0,5,365,1731,16,16,16,65,65,65,1997,0,0,0,0,0,666660,85,99,0,0
4182,4182.001,666,ISR,660,LEB,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,0,1,2,0,19,4,1,1,0,0,0,19,4,1,1,3,1,3,0,6,365,2096,16,16,16,65,65,65,1998,0,0,0,0,0,666660,85,99,0,0
4182,4182.001,666,ISR,660,LEB,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,0,1,2,0,19,4,1,1,0,0,0,19,4,1,1,3,1,3,0,7,365,2461,16,16,16,65,65,65,1999,0,0,0,0,0,666660,85,99,0,0
4182,4182.001,666,ISR,660,LEB,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,0,1,2,0,19,4,1,1,0,0,0,19,4,1,1,3,1,3,0,8,366,2827,16,16,16,65,65,65,2000,0,0,0,0,0,666660,85,99,0,0
4182,4182.001,666,ISR,660,LEB,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,0,1,2,0,19,4,1,1,0,0,0,19,4,1,1,3,1,3,0,9,365,3192,16,16,16,65,65,65,2001,0,0,0,0,0,666660,85,99,0,0
4182,4182.001,666,ISR,660,LEB,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,0,1,2,0,19,4,1,1,0,0,0,19,4,1,1,3,1,3,0,10,365,3557,16,16,16,65,65,65,2002,0,0,0,0,0,666660,85,99,0,0
4182,4182.001,666,ISR,660,LEB,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,0,1,2,0,19,4,1,1,0,0,0,19,4,1,1,3,1,3,0,11,365,3922,16,16,16,65,65,65,2003,0,0,0,0,0,666660,85,99,0,0
4182,4182.001,666,ISR,660,LEB,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,0,1,2,0,19,4,1,1,0,0,0,19,4,1,1,3,1,3,0,12,366,4288,16,16,16,65,65,65,2004,0,0,0,0,0,666660,85,99,0,0
4182,4182.001,666,ISR,660,LEB,6,4,1993,8,9,2006,0,0,0,19,4,0,1,3,0,1,2,0,19,4,1,1,0,0,0,19,4,1,1,3,1,3,0,13,365,4653,16,16,16,65,65,65,2005,0,0,0,0,0,666660,85,99,0,0
4182,4182.001,666,ISR,660,LEB,6,4,1993,8,9,2006,6,1,3,22,4,0,1,3,0,1,2,3,22,4,1,1,0,0,3,22,4,1,1,3,1,3,1,14,252,4905,20,20,20,100,100,100,2006,0,0,0,0,0,666660,85,99,1,1
4182,4182.0098,652,SYR,666,ISR,12,7,1993,19,8,1993,5,3,1,18,4,0,1,3,1,0,1,1,18,4,0,0,1,2,1,18,4,1,4,1,3,1,0,1,39,39,17,17,17,75,75,75,1993,0,0,0,0,0,652666,168,85,1,0
4182,4182.0098,666,ISR,652,SYR,12,7,1993,19,8,1993,5,3,1,18,4,0,1,3,0,1,2,0,18,4,1,1,0,0,1,18,4,0,1,4,1,3,0,1,39,39,17,17,17,75,75,75,1993,0,0,0,0,0,666652,85,168,1,0
4182,4182.02,652,SYR,666,ISR,23,5,1994,22,8,1994,5,3,0,18,4,0,1,3,1,0,1,0,18,4,0,0,1,2,0,18,4,1,4,1,3,1,0,1,92,92,17,17,17,75,75,75,1994,0,0,0,0,0,652666,168,85,1,0
4182,4182.02,666,ISR,652,SYR,23,5,1994,22,8,1994,5,3,0,18,4,0,1,3,0,1,2,0,18,4,1,1,0,0,0,18,4,0,1,4,1,3,0,1,92,92,17,17,17,75,75,75,1994,0,0,0,0,0,666652,85,168,1,0
4182,4182.0298,652,SYR,666,ISR,22,5,1995,15,9,1995,5,3,0,19,4,0,1,3,1,0,1,0,19,4,0,0,1,2,0,0,1,1,4,1,3,1,0,1,117,117,16,16,0,65,65,0,1995,0,0,0,0,0,652666,168,85,1,0
4182,4182.0298,666,ISR,652,SYR,22,5,1995,15,9,1995,5,3,0,19,4,0,1,3,0,1,2,0,0,1,1,1,0,0,0,19,4,0,1,4,1,3,0,1,117,117,16,0,16,65,0,65,1995,0,0,0,0,0,666652,85,168,1,0
4182,4182.04,652,SYR,666,ISR,11,4,1996,31,8,1996,5,3,1,19,4,0,1,3,1,0,1,1,18,4,0,0,1,2,0,19,4,1,4,1,3,1,0,1,143,143,16,17,16,65,75,65,1996,0,0,0,0,0,652666,168,85,1,0
4182,4182.04,666,ISR,652,SYR,11,4,1996,31,8,1996,5,3,1,19,4,0,1,3,0,1,2,0,19,4,1,1,0,0,1,18,4,0,1,4,1,3,0,1,143,143,16,16,17,65,65,75,1996,0,0,0,0,0,666652,85,168,1,0
4182,4182.0498,652,SYR,666,ISR,24,5,2000,1,7,2001,0,0,0,18,4,0,1,3,1,0,1,0,10,3,0,0,1,2,0,18,4,1,4,1,3,1,0,1,222,222,17,8,17,75,20,75,2000,0,0,0,0,0,652666,168,85,0,0
4182,4182.0498,652,SYR,666,ISR,24,5,2000,1,7,2001,5,3,0,18,4,0,1,3,1,0,1,0,10,3,0,0,1,2,0,18,4,1,4,1,3,1,0,2,183,405,17,8,17,75,20,75,2001,0,0,0,0,0,652666,168,85,1,0
4182,4182.0498,666,ISR,652,SYR,24,5,2000,1,7,2001,0,0,0,18,4,0,1,3,0,1,2,0,18,4,1,1,0,0,0,10,3,0,1,4,1,3,0,1,222,222,17,17,8,75,75,20,2000,0,0,0,0,0,666652,85,168,0,0
4182,4182.0498,666,ISR,652,SYR,24,5,2000,1,7,2001,5,3,0,18,4,0,1,3,0,1,2,0,18,4,1,1,0,0,0,10,3,0,1,4,1,3,0,2,183,405,17,17,8,75,75,20,2001,0,0,0,0,0,666652,85,168,1,0
4182,4182.0601,652,SYR,666,ISR,23,5,1994,22,8,1994,5,3,0,18,4,1,1,1,1,0,0,0,18,4,1,0,1,2,0,18,4,1,4,1,3,1,0,1,92,92,17,17,17,75,75,75,1994,0,0,0,0,0,652666,168,85,1,0
4182,4182.0601,666,ISR,652,SYR,23,5,1994,22,8,1994,5,3,0,18,4,1,1,1,0,1,2,0,18,4,1,1,0,0,0,18,4,1,1,4,1,3,0,1,92,92,17,17,17,75,75,75,1994,0,0,0,0,0,666652,85,168,1,0
4182,4182.0698,652,SYR,666,ISR,22,5,1995,30,10,1996,0,0,0,19,4,0,2,1,0,1,2,0,19,4,1,1,0,0,0,18,4,1,4,1,3,1,0,1,224,224,16,16,17,65,65,75,1995,0,0,0,0,0,652666,168,85,0,0
4182,4182.0698,652,SYR,666,ISR,22,5,1995,30,10,1996,5,3,1,19,4,0,2,1,0,1,2,1,19,4,1,1,0,0,0,18,4,1,4,1,3,1,0,2,305,529,16,16,17,65,65,75,1996,0,0,0,0,0,652666,168,85,1,0
4182,4182.0698,652,SYR,666,ISR,22,5,1995,30,10,1996,5,3,1,19,4,0,2,1,0,1,2,1,19,4,1,1,0,0,0,18,4,1,4,1,3,1,0,2,305,529,16,16,17,65,65,75,1997,0,0,0,0,0,652666,168,85,1,0
4182,4182.0698,652,SYR,666,ISR,22,5,1995,30,10,1996,5,3,1,19,4,0,2,1,0,1,2,1,19,4,1,1,0,0,0,18,4,1,4,1,3,1,0,2,305,529,16,16,17,65,65,75,1998,0,0,0,0,0,652666,168,85,1,0
4182,4182.0698,652,SYR,666,ISR,22,5,1995,30,10,1996,5,3,1,19,4,0,2,1,0,1,2,1,19,4,1,1,0,0,0,18,4,1,4,1,3,1,0,2,305,529,16,16,17,65,65,75,1999,0,0,0,0,0,652666,168,85,1,0
4182,4182.0698,666,ISR,652,SYR,22,5,1995,30,10,1996,0,0,0,19,4,0,2,1,1,0,0,0,18,4,1,0,1,2,0,19,4,1,1,4,1,3,0,1,224,224,16,17,16,65,75,65,1995,0,0,0,0,0,666652,85,168,0,0
4182,4182.0698,666,ISR,652,SYR,22,5,1995,30,10,1996,5,3,1,19,4,0,2,1,1,0,0,0,18,4,1,0,1,2,1,19,4,1,1,4,1,3,0,2,305,529,16,17,16,65,75,65,1996,0,0,0,0,0,666652,85,168,1,0
4182,4182.0698,666,ISR,652,SYR,22,5,1995,30,10,1996,5,3,1,19,4,0,2,1,1,0,0,0,18,4,1,0,1,2,1,19,4,1,1,4,1,3,0,2,305,529,16,17,16,65,75,65,1997,0,0,0,0,0,666652,85,168,1,0
4182,4182.0698,666,ISR,652,SYR,22,5,1995,30,10,1996,5,3,1,19,4,0,2,1,1,0,0,0,18,4,1,0,1,2,1,19,4,1,1,4,1,3,0,2,305,529,16,17,16,65,75,65,1998,0,0,0,0,0,666652,85,168,1,0
4182,4182.0698,666,ISR,652,SYR,22,5,1995,30,10,1996,5,3,1,19,4,0,2,1,1,0,0,0,18,4,1,0,1,2,1,19,4,1,1,4,1,3,0,2,305,529,16,17,16,65,75,65,1999,0,0,0,0,0,666652,85,168,1,0
4182,4182.0801,652,SYR,666,ISR,24,5,2000,1,7,2001,0,0,0,19,4,0,1,1,1,0,0,0,10,3,1,0,1,2,0,19,4,1,4,1,3,1,0,1,222,222,16,8,16,65,20,65,2000,0,0,0,0,0,652666,168,85,0,0
4182,4182.0801,652,SYR,666,ISR,24,5,2000,1,7,2001,5,3,0,19,4,0,1,1,1,0,0,0,10,3,1,0,1,2,0,19,4,1,4,1,3,1,0,2,183,405,16,8,16,65,20,65,2001,0,0,0,0,0,652666,168,85,1,0
4182,4182.0801,666,ISR,652,SYR,24,5,2000,1,7,2001,0,0,0,19,4,0,1,1,0,1,2,0,19,4,1,1,0,0,0,10,3,1,1,4,1,3,0,1,222,222,16,16,8,65,65,20,2000,0,0,0,0,0,666652,85,168,0,0
4182,4182.0801,666,ISR,652,SYR,24,5,2000,1,7,2001,5,3,0,19,4,0,1,1,0,1,2,0,19,4,1,1,0,0,0,10,3,1,1,4,1,3,0,2,183,405,16,16,8,65,65,20,2001,0,0,0,0,0,666652,85,168,1,0
4183,4183.001,2,USA,20,CAN,25,5,1997,28,5,1997,7,1,0,17,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,17,4,1,3,1,3,1,0,1,4,4,15,0,15,81,0,81,1997,0,0,0,0,0,2020,185,30,1,0
4183,4183.001,20,CAN,2,USA,25,5,1997,28,5,1997,7,1,0,17,4,0,1,1,1,1,2,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,4,4,15,15,0,81,81,0,1997,0,0,0,0,0,20002,30,185,1,0
4186,4186.001,2,USA,345,YUG,21,2,2000,28,11,2000,3,4,0,7,3,0,21,1,1,1,2,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,282,282,7,7,0,49,49,65,2000,0,0,0,0,0,2345,185,193,1,0
4186,4186.001,345,YUG,2,USA,21,2,2000,28,11,2000,4,4,0,7,3,0,21,1,0,0,0,0,0,1,1,1,1,2,0,7,3,1,3,1,3,1,0,1,282,282,7,0,7,49,65,49,2000,0,0,0,0,0,345002,193,185,1,0
4186,4186.002,20,CAN,345,YUG,21,2,2000,28,11,2000,3,4,0,2,2,0,21,1,1,1,2,0,2,2,1,0,0,0,0,0,1,1,1,3,1,3,0,1,282,282,1,1,0,30,30,49,2000,0,0,0,0,0,20345,30,193,1,0
4186,4186.002,345,YUG,20,CAN,21,2,2000,28,11,2000,4,4,0,2,2,0,21,1,0,0,0,0,0,1,1,1,1,2,0,2,2,1,3,1,3,1,0,1,282,282,1,0,1,30,49,30,2000,0,0,0,0,0,345020,193,30,1,0
4186,4186.0029,160,ARG,345,YUG,27,3,2000,28,11,2000,3,4,0,7,3,0,21,1,1,1,2,0,7,3,0,0,0,0,0,0,1,1,2,3,1,3,0,1,247,247,7,7,0,49,49,81,2000,0,0,0,0,0,160345,6,193,1,0
4186,4186.0029,345,YUG,160,ARG,27,3,2000,28,11,2000,4,4,0,7,3,0,21,1,0,0,0,0,0,1,1,1,1,2,0,7,3,0,3,2,3,1,0,1,247,247,7,0,7,49,81,49,2000,0,0,0,0,0,345160,193,6,1,0
4186,4186.0039,200,UKG,345,YUG,21,2,2000,28,11,2000,3,4,0,2,2,0,21,1,1,1,2,0,2,2,1,0,0,0,0,0,1,1,1,3,1,3,0,1,282,282,1,1,0,30,30,0,2000,0,0,0,0,0,200345,182,193,1,0
4186,4186.0039,345,YUG,200,UKG,21,2,2000,28,11,2000,4,4,0,2,2,0,21,1,0,0,0,0,0,1,1,1,1,2,0,2,2,1,3,1,3,1,0,1,282,282,1,0,1,30,65,30,2000,0,0,0,0,0,345200,193,182,1,0
4186,4186.0049,210,NTH,345,YUG,21,2,2000,28,11,2000,3,4,0,7,3,0,21,1,1,1,2,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,282,282,7,7,0,49,49,65,2000,0,0,0,0,0,210345,127,193,1,0
4186,4186.0049,345,YUG,210,NTH,21,2,2000,28,11,2000,4,4,0,7,3,0,21,1,0,0,0,0,0,1,1,1,1,2,0,7,3,1,3,1,3,1,0,1,282,282,7,0,7,49,0,49,2000,0,0,0,0,0,345210,193,127,1,0
4186,4186.0059,211,BEL,345,YUG,21,2,2000,28,11,2000,3,4,0,2,2,0,21,1,1,1,2,0,2,2,1,0,0,0,0,0,1,1,1,3,1,3,0,1,282,282,1,1,0,30,30,65,2000,0,0,0,0,0,211345,16,193,1,0
4186,4186.0059,345,YUG,211,BEL,21,2,2000,28,11,2000,4,4,0,2,2,0,21,1,0,0,0,0,0,1,1,1,1,2,0,2,2,1,3,1,3,1,0,1,282,282,1,0,1,30,65,30,2000,0,0,0,0,0,345211,193,16,1,0
4186,4186.0068,212,LUX,345,YUG,21,2,2000,28,11,2000,3,4,0,2,2,0,21,1,1,1,2,0,2,2,1,0,0,0,0,0,1,1,1,3,1,3,0,1,282,282,1,1,0,30,30,81,2000,0,0,0,0,0,212345,103,193,1,0
4186,4186.0068,345,YUG,212,LUX,21,2,2000,28,11,2000,4,4,0,2,2,0,21,1,0,0,0,0,0,1,1,1,1,2,0,2,2,1,3,1,3,1,0,1,282,282,1,0,1,30,81,30,2000,0,0,0,0,0,345212,193,103,1,0
4186,4186.0078,220,FRN,345,YUG,21,2,2000,28,11,2000,3,4,0,2,2,0,21,1,1,1,2,0,2,2,1,0,0,0,0,0,1,1,1,3,1,3,0,1,282,282,1,1,0,30,30,65,2000,0,0,0,0,0,220345,59,193,1,0
4186,4186.0078,345,YUG,220,FRN,21,2,2000,28,11,2000,4,4,0,2,2,0,21,1,0,0,0,0,0,1,1,1,1,2,0,2,2,1,3,1,3,1,0,1,282,282,1,0,1,30,65,30,2000,0,0,0,0,0,345220,193,59,1,0
4186,4186.0088,230,SPN,345,YUG,21,2,2000,28,11,2000,3,4,0,2,2,0,21,1,1,1,2,0,2,2,1,0,0,0,0,0,1,1,1,3,1,3,0,1,282,282,1,1,0,30,30,65,2000,0,0,0,0,0,230345,159,193,1,0
4186,4186.0088,345,YUG,230,SPN,21,2,2000,28,11,2000,4,4,0,2,2,0,21,1,0,0,0,0,0,1,1,1,1,2,0,2,2,1,3,1,3,1,0,1,282,282,1,0,1,30,65,30,2000,0,0,0,0,0,345230,193,159,1,0
4186,4186.0098,235,POR,345,YUG,21,2,2000,28,11,2000,3,4,0,2,2,0,21,1,1,1,2,0,2,2,1,0,0,0,0,0,1,1,1,3,1,3,0,1,282,282,1,1,0,30,30,0,2000,0,0,0,0,0,235345,138,193,1,0
4186,4186.0098,345,YUG,235,POR,21,2,2000,28,11,2000,4,4,0,2,2,0,21,1,0,0,0,0,0,1,1,1,1,2,0,2,2,1,3,1,3,1,0,1,282,282,1,0,1,30,0,30,2000,0,0,0,0,0,345235,193,138,1,0
4186,4186.0112,255,GMY,345,YUG,21,2,2000,28,11,2000,3,4,0,2,2,0,21,1,1,1,2,0,2,2,1,0,0,0,0,0,1,1,1,3,1,3,0,1,282,282,1,1,0,30,30,0,2000,0,0,0,0,0,255345,65,193,1,0
