dyad_markdown	cameo_label	date	mean_goldstein	n
Protester (Ukraine)->Ukraine	protest violently, riot	2015-09-01	-7.5	1
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-02-25	-6.5	2
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-03-30	-6.5	1
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-04-03	-6.5	1
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-04-12	-6.5	1
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-05-04	-6.5	1
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-05-14	-6.5	1
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-05-18	-6.5	2
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-09-16	-6.5	1
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-10-02	-6.5	1
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-10-17	-6.5	1
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-11-21	-6.5	1
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-11-23	-6.5	1
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-11-24	-6.5	2
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-11-25	-6.5	5
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-11-26	-6.5	3
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-11-27	-6.5	6
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-11-28	-6.5	1
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-11-29	-6.5	4
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-11-30	-6.5	1
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-12-01	-6.5	5
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-12-02	-6.5	8
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-12-03	-6.5	9
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-12-04	-6.5	10
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-12-05	-6.5	7
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-12-06	-6.5	3
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-12-07	-6.5	3
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-12-08	-6.5	5
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-12-09	-6.5	3
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-12-10	-6.5	1
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-12-11	-6.5	8
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-12-12	-6.5	3
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-12-15	-6.5	6
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-12-16	-6.5	1
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-12-17	-6.5	2
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-12-19	-6.5	1
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-12-22	-6.5	1
Protester (Ukraine)->Unspecified Actor	demonstrate or rally	2013-12-23	-6.5	1
