100007846,107958392
100015568,101315584
100017402,111550054
100391006,106362609
100391253,106362609
100587001,108398551
100601032,108399301
100601315,108399301
100601550,108399301
100601770,108399301
100601986,108399301
100602203,108399301
100602411,108399301
100602672,108399301
100602937,108399301
100603141,108399301
100603335,108399301
100603563,108399301
100603784,108399301
100604024,108399301
100724235,108096196
100724492,108096196
100724798,108096196
100725034,108096196
100725235,108096196
100725419,108096196
100725684,108096196
100725935,108096196
100726149,108096196
100726634,108096729
100726757,108096729
100726924,108096729
100727026,108446701
100727026,108446856
100727351,108447011
100727620,108096902
100727818,108096902
100728118,108096902
100728250,108096902
100728435,108096902
100728631,108096902
100728798,108096902
100729041,108096902
100729199,108096902
100729363,108096902
100729762,108097263
100930566,100930357
101010213,107970413
101324345,101864106
101333138,101335723
101333337,101335723
101333493,101335723
101333607,101335723
101333829,101335723
101333986,108124465
101334650,101334300
101334822,101334300
101334988,108124465
101335129,101334988
101335294,108124465
101335436,101335294
101335723,108124465
101335942,108124465
101336124,101335942
101336251,108124465
101343289,101335942
101343426,101335942
101344910,101344517
101345170,101315584
101349840,101389135
101350072,101344517
101350224,101350072
101352589,101359311
101354600,101357510
101354700,101357510
101355215,101357510
101356052,101357510
101356299,101363578
101356414,101370071
101356573,101356414
101356790,101358727
101356965,101356790
101357162,101356790
101357365,101357162
101357510,101344517
101357967,101357510
101358727,101357510
101359100,101358727
101359311,101359100
101359529,101359100
101359797,101359529
101359969,101359529
101360148,101359529
101360348,101357510
101360608,101357510
101360776,101360608
101360900,101360348
101361213,101360900
101361545,101360608
101361711,101360900
101361844,101361711
101362006,101361844
101362129,101360900
101362272,101362129
101362403,101362272
101362971,101357510
101363353,101362971
101363578,101363353
101363902,101363578
101364106,101363353
101364324,101364106
101364481,101362971
101364614,101362971
101364837,101364614
101364977,101364837
101365121,101364614
101365264,101365121
101365410,101362971
101365640,101365410
101365762,101365640
101366064,101362971
101366241,101366064
101366360,101366241
101366649,101366064
101366803,101366649
101366970,101366649
101367113,101366649
101367228,101358727
101367507,101367228
101367963,101367763
101368325,101368115
101368656,101358727
101368917,101369056
101369056,101368656
101369341,101369056
101369522,101368656
101369724,101369522
101370071,101358727
101370413,101370071
101370736,101370071
101370857,101370736
101371193,101370071
101371313,101371193
101371494,101370071
101371614,101371494
101372274,101370071
101372460,101372274
101372783,101370071
101372901,101372783
101373222,101370071
101373339,101373222
101373554,101357510
101373733,101373554
101373983,101373733
101374124,101373733
101375013,101373554
101375185,101375013
101375350,101375185
101375913,101357510
101376081,101375913
101376316,101376081
101376467,101376316
101377630,101357510
101377845,101377630
101378101,101377630
101378258,101378101
101378401,101378258
101378554,101377630
101378733,101378554
101378878,101378733
101379442,101377630
101379589,101379442
101379733,101379589
101380547,101357510
101380778,101380547
101380987,101380778
101381186,101380547
101381441,101357510
101381757,101381441
101381893,101381441
101382030,101381893
101382277,101344517
101382595,101382277
101382759,101382595
101382939,101382595
101383130,101382277
101383251,101383130
101383543,101382277
101383685,101383543
101383926,101383543
101384040,101357510
101384245,101384040
101384470,101384245
101384674,101384040
101384914,101384040
101385123,101384914
101385340,101385123
101385480,101384914
101385668,101385480
101385792,101385480
101385973,101384914
101386143,101385973
101386279,108435060
101386537,101386279
101386805,101386279
101386954,108435060
101389706,101389135
101389849,101389135
101390092,101389849
101390258,101389135
101390771,101389135
101391633,101344517
101391829,101389135
101392148,101391829
101392516,101391829
101392764,101392516
101392928,101392516
101393107,101392928
101393268,101392928
101393404,101393268
101393540,101392928
101393669,101393540
101393815,101392516
101394032,101393815
101394210,101393815
101394420,101394210
101394574,101394210
101394763,101394574
101395021,101394210
101395333,101394763
101395484,101393815
101395671,101395484
101395878,101395484
101396005,101395484
101396245,101395484
101396394,101396245
