100006484,0,106047178,0,t
100017402,0,106076105,0,t
100029413,0,106100457,0,t
100037301,0,107120141,0,u
100038913,0,106975340,0,t
100039311,0,107120141,0,u
100041700,0,106306016,0,u
100044640,0,100472688,0,t
100045855,0,106243034,0,t
100056613,0,108215965,0,t
100057371,0,106243034,0,t
100057508,0,108215965,0,t
100057732,0,108215965,0,t
100057982,0,108215965,0,t
100058126,0,108215965,0,t
100058568,0,108215965,0,t
100060548,0,100446787,0,t
100064971,0,107120141,0,u
100065190,0,107120141,0,u
100065609,0,107120141,0,u
100066238,0,106306016,0,u
100072366,0,100483309,0,t
100072684,0,100472688,0,t
100072888,0,100472688,0,t
100073997,0,106009822,0,t
100074345,0,106009822,0,t
100075144,0,100524569,0,t
100076103,0,107106330,0,u
100076438,0,108879115,0,r
100076732,0,100470726,0,t
100076732,0,100472688,0,t
100077213,0,108879115,0,r
100078069,0,100524569,0,t
100087117,0,108458195,0,t
100088483,0,108458195,0,t
100088669,0,106546650,0,t
100090477,0,108879115,0,r
100091213,0,108458195,0,t
100092323,0,100489236,0,t
100093947,0,101096649,0,t
100094821,0,106191860,0,t
100095320,0,108100476,0,t
100098871,0,106182505,0,t
100102982,0,107034009,0,t
100104908,0,107089193,0,u
100105796,0,100477400,0,t
100106444,0,100468388,0,t
100106640,0,100524569,0,t
100107092,0,100472688,0,t
100107546,0,100468388,0,t
100107957,0,100472041,0,t
100109001,0,100472688,0,t
100112323,0,100482004,0,t
100116942,0,106073656,0,t
100121763,0,100470726,0,t
100122926,0,108458195,0,t
100124250,0,108215965,0,t
100127404,0,100472688,0,t
100127541,0,100472688,0,t
100127706,0,100472688,0,t
100127971,0,100472688,0,t
100128106,0,100472688,0,t
100128686,0,100472688,0,t
100128911,0,100472688,0,t
100129297,0,100472688,0,t
100129458,0,100472688,0,t
100129687,0,100472688,0,t
100129796,0,100472688,0,t
100129909,0,100472688,0,t
100130347,0,100472688,0,t
100130563,0,100472688,0,t
100130913,0,100472688,0,t
100131167,0,100472688,0,t
100131666,0,100472688,0,t
100131910,0,100472688,0,t
100132167,0,100524569,0,t
100132305,0,100479273,0,t
100132428,0,100472688,0,t
100133039,0,100472688,0,t
100135600,0,100446787,0,t
100137511,0,100479273,0,t
100137696,0,100472041,0,t
100137804,0,100469555,0,t
100138099,0,100469555,0,t
100138099,0,100479273,0,t
100138354,0,100479273,0,t
100138697,0,100469555,0,t
100140364,0,100470726,0,t
100140578,0,100470726,0,t
100140739,0,100470726,0,t
100141084,0,100472688,0,t
100145844,0,100472688,0,t
100145844,0,100488885,0,t
100146749,0,103086983,0,t
100149062,0,106073138,0,t
100150917,0,100472688,0,t
100151048,0,100472688,0,t
100162708,0,106027814,0,t
100163057,0,108879115,0,r
100165400,0,106138021,0,t
100165622,0,100524569,0,t
100166993,0,100456623,0,t
100167686,0,100504248,0,t
100167884,0,100504248,0,t
100168099,0,100504248,0,t
100168267,0,100504248,0,t
100169732,0,108879115,0,r
100171871,0,100470726,0,t
100172703,0,106963829,0,t
100173038,0,100469555,0,t
100176901,0,108076248,0,t
100178632,0,106052606,0,t
100180765,0,106306016,0,u
100185651,0,109067337,0,r
100188348,0,100479273,0,t
100189190,0,100469555,0,t
100189298,0,100470726,0,t
100189469,0,100470726,0,t
100189615,0,100470726,0,t
100189783,0,100470726,0,t
100190106,0,100470726,0,t
100191428,0,100464604,0,t
100191428,0,100477400,0,t
100194074,0,106090110,0,t
100194255,0,106090110,0,t
100197697,0,108458195,0,t
100198967,0,108458195,0,t
100205792,0,106157599,0,t
100207628,0,108458195,0,t
100210150,0,108879115,0,r
100211789,0,107034009,0,t
100222210,0,108458195,0,t
100224229,0,108941623,0,r
100226974,0,106070395,0,t
100228131,0,106070395,0,t
100228462,0,100015568,0,t
100233014,0,108458195,0,t
100233730,0,108458195,0,t
100234662,0,108215965,0,t
100235542,0,106617399,0,u
100238736,0,106191860,0,t
100239193,0,106062970,0,t
100239891,0,100464604,0,t
100242112,0,100482004,0,t
100242374,0,100469555,0,t
100243013,0,100472041,0,t
100254262,0,100705558,0,t
100258936,0,106243034,0,t
100261724,0,101127115,0,t
100270315,0,106153532,0,t
100275050,0,106076105,0,t
