100033914,302303673
100033914,302304841
100845915,301204643
100845915,301204965
101092370,300485135
101092370,300486321
101218209,300198526
101218209,300199039
104628098,300953896
104628367,300954437
104629320,301353869
104630470,301137376
104630470,301138269
104630969,302575716
104630969,302576745
104633637,300856955
104633637,300860047
104633637,301259404
104633637,301260684
104633637,302541266
104633637,302541827
104634062,300798380
104634062,300799050
104638046,300363547
104638046,300365559
104639057,302286688
104639057,302289059
104639514,300808265
104642461,300032087
104642461,300033687
104642461,300038863
104643754,300039705
104645280,301767351
104645280,301767957
104653905,302125659
104653905,302127738
104656618,302129139
104656618,302130695
104659992,302256093
104659992,302257185
104660287,302264897
104660287,302266356
104661226,302260390
104661226,302260821
104661694,301078338
104661694,301080481
104667893,302427668
104667893,302429304
104668338,301353522
104668338,301353724
104668746,301340439
104668746,301341768
104670851,300309819
104670851,300312461
104671120,301984219
104671120,301985067
104671770,300163651
104671770,300164255
104676604,302003477
104676604,302005010
104691171,300219320
104691171,300222548
104693352,300167408
104693352,300170426
104708808,300433163
104710772,300434829
104712672,300804397
104713435,300581435
104713435,300583752
104713638,301289803
104713638,301291153
104713638,301622205
104713638,301624233
104715389,300752852
104716529,300748528
104723223,300135772
104723223,300136789
104723223,300139437
104723223,300139890
104723486,301003236
104723486,301004300
104725839,300607261
104725839,300607505
104726275,300019169
104726275,300019912
104726275,300184353
104726275,300187221
104731092,301126910
104731092,301129296
104731092,301823004
104731092,301823738
104734196,301261689
104734196,301263095
104735326,302349336
104735326,302353767
104740880,300345024
104740880,300348093
104743997,300919820
104743997,300920321
104745881,300585590
104745881,300586470
104749775,302070074
104750006,302076759
104750845,302078824
104750845,302080517
104752054,301413463
104752054,301413762
104755139,300893124
104755139,300895672
104756076,302072149
104758560,302516600
104758560,302518026
104760710,300336319
104760710,300337066
104761695,300552502
104761695,300552997
104763890,301414308
104763890,301415272
104767104,300013179
104768026,300629641
104768026,300630251
104768026,300632838
104768026,300633643
104768467,300628097
104768467,300628492
104769389,300011776
104770548,300495505
104771667,301105084
104771667,301106714
104771996,300494722
104773530,302182456
104773530,302183738
104774586,301966104
104774586,301967466
104775044,300678969
104775044,300679725
104776695,300912628
104776695,300914441
104785869,301805299
104785869,301806732
104786760,301590750
104788030,301591485
104788240,301628814
104788240,301631640
104788240,301632363
104788240,301632738
104790142,300647861
104790142,300648515
104791892,301432984
104791892,301433720
104793136,301574358
104793136,301574863
104794991,300073656
104794991,300074954
104799588,300051265
104799588,300051936
104800247,301766383
104800247,301767094
104802000,301677162
104802000,301679784
104802794,300487699
104802794,300489640
104803335,300491099
104803335,300492026
104803540,300968795
104803540,300969666
104804731,301038139
104806593,301038139
104807608,301691099
104807608,301692724
104808562,301694333
104808562,301695526
104808781,300607893
104808781,300608979
104809447,300634232
104809447,300635278
104810156,300021803
104810156,300023420
104813883,302595419
104813883,302598414
104815891,301821123
104815891,301822300
104816489,301403566
104816489,301404858
104817036,301398622
104817036,301399052
104827489,300429900
104827489,300431687
104829263,300943706
104829263,300944754
104834002,301786023
104834002,301787064
104836156,301264939
104836156,301265721
104838958,301114727
104838958,301116284
104843499,300104850
104843499,300105822
104845162,301354915
104845162,301355743
104846385,300959321
104846385,300960366
104847242,301374976
104847242,301376655
104847768,300225394
104848212,300228210
104850019,300228595
104853764,300225758
104854001,301552360
104854001,301553334
104854001,301911024
104854001,301911556
104854364,302042235
104854364,302042744
104856472,301133477
104856990,300361730
104856990,300362589
104859319,301134543
104861179,300623350
104861179,300625237
104862369,302061222
104862369,302062183
104864314,300263658
104866016,300250587
104867296,300265642
104867990,300252675
104874361,302186899
